0.00000000,-1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,7.51204814,9.50776467,8.52878771,9.73880153,0.16346849,0.74495504,-0.33184511,-0.68306683
0.17859246,-0.88881687,1.04921055,1.25183654,0.84823383,0.09188710,0.98876355,-0.08624487,0.09313819,0.07896004,-0.91007015,0.98669930,1.01995893,0.16069906,0.73233424,-0.32622310,-0.67149452,112.77733167,0.35869177,8.57085743,7.65997133,7.03571404,7.83188296,-0.11162373,-0.14999102,0.15515692,0.18006920
0.79140645,-0.38674529,1.04439878,2.00000002,1.84613401,-0.02732356,0.95783444,-0.07907955,0.11285827,0.25212632,0.68437095,-1.02662007,0.82429875,-0.10701013,-0.13504294,0.14700153,0.16564227,199.93025736,0.71738355,7.39265702,6.85633196,7.65753714,8.19118768,0.11661523,0.01300083,-0.09746470,-0.00035937
1.55104817,0.32004062,1.03449881,2.00000002,1.94482984,-0.03098378,0.91885569,-0.01426240,-0.17069104,0.35548918,-1.04620479,-2.20997870,0.47975373,0.11282664,0.01049272,-0.09332303,0.00245298,281.49464886,1.07607532,8.73700161,9.97234405,9.22318694,7.99308318,-0.06823616,0.01692174,0.06025974,-0.03306694
1.89999998,0.89999999,1.04074981,-0.24122625,1.18347503,-0.06326222,0.84763692,-0.01219680,-0.31201724,0.42896941,0.71453635,0.55383313,0.52985004,-0.06516865,0.01681282,0.05765779,-0.03246518,397.97599952,1.43476709,8.13763419,8.07291028,8.21203740,8.07426984,0.11463034,0.01647342,-0.06377073,0.03475365
1.15962940,1.20000001,0.96332326,-2.00000002,0.06924247,-0.03327026,0.87434347,0.00879290,-0.07771618,0.47897059,0.34116561,0.84099781,-0.54384622,0.11366913,0.01647523,-0.06312158,0.03439430,543.10175214,1.98443513,7.59706654,7.27552559,7.38063670,7.74839486,0.02655661,0.03315865,0.00610029,-0.00523112
0.03113223,1.20000001,0.95321247,-2.00000002,-0.00523351,0.00028697,0.97245803,0.00529447,0.00175376,0.23306076,-0.12452426,-0.31900956,-1.33550527,0.02702232,0.03306946,0.00573023,-0.00501928,666.86506958,2.53410316,7.38975843,7.66595237,7.46659824,7.30472551,-0.05082449,0.01552134,-0.00852208,-0.07688159
-1.08320680,1.20000001,0.95489979,-2.00000002,-0.05361487,0.00344834,0.99840561,0.04670060,0.02924997,-0.01386603,0.43676865,0.49141528,-0.25115020,-0.05040833,0.01561515,-0.00844589,-0.07649741,789.15766543,3.08377120,7.91061439,8.17807707,8.19940018,7.93559282,-0.02255541,-0.05073586,-0.00878714,0.00978741
-1.89999998,0.89999999,1.01737782,-0.50938610,-1.21953936,0.05049167,0.94656065,0.15227000,0.27229417,0.08221122,0.17224912,1.39202817,0.77643033,-0.02270431,-0.05038115,-0.00878531,0.00932613,931.88587546,3.63343923,9.52356743,7.84549578,8.70332477,10.33942199,-0.03579923,-0.02917431,0.08876364,0.07530794
-1.74972094,0.41649642,1.02153070,1.43969722,-1.91525431,0.03846292,0.95292331,0.09852691,0.21076458,0.19461216,-1.39540411,-1.86036683,0.29922166,-0.03538902,-0.02983864,0.08570780,0.07324098,1032.51890685,3.93392456,7.18035813,8.16358591,7.96715899,6.95789644,-0.02340272,0.00752262,0.01801300,-0.01250399
