-0.00000000,-1.00000000,1.00000000,-0.00000000,-0.00000000,-0.00000000,1.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,7.70184633,8.11578733,7.72940737,7.69751948,0.20569554,0.98007076,0.11746616,-0.39382435
0.30623621,-0.78991153,1.07057038,0.93323355,0.62286056,0.37476859,0.69601230,-0.03706387,-0.02404967,-0.71666921,-0.03008623,0.19172267,-3.17721002,-0.06813860,-0.07681496,0.00836540,-0.22460853,167.30553634,0.62252514,8.40088160,8.71807166,8.44282530,8.73364520,-0.11174603,-0.24496003,-0.00897784,-0.19789260
0.93195510,-0.27400404,1.36958944,0.99999998,0.97333940,0.27167162,0.54836025,0.00415770,0.00087293,-0.83623142,-0.04665882,0.02852372,0.61483617,-0.04442909,-0.04355249,-0.02478863,0.15058722,303.69893366,1.24505027,6.32657050,6.06189955,6.21007738,6.04749961,-0.03370299,-0.01149343,-0.02733180,0.20633196
1.54692754,0.36218326,1.29056116,0.99999991,0.99999983,-0.39422191,0.56302701,0.03616130,-0.02441632,-0.82528588,0.45322610,0.11030517,-0.50574563,-0.03558373,0.08447853,0.18425216,-0.16416574,413.88689625,1.86757541,7.13166141,7.23558276,7.14831404,7.00390938,-0.03587515,0.09985215,0.21808201,-0.22335960
1.90000001,0.90000008,0.97930224,-0.29083107,0.71131872,-0.61647925,0.39007246,0.16705352,-0.10656278,-0.89921130,-0.29759816,0.02878744,-0.18695032,-0.24477051,0.42127591,-0.16475221,-0.12480847,553.41927435,2.49010054,7.64043237,7.37978958,8.20008585,8.10548188,-0.27817292,0.47268457,-0.22593768,-0.10910158
0.88879904,1.11844362,0.50000037,-0.99999998,-0.01731628,-0.18423920,0.67817372,-0.07506401,0.08486372,-0.72611566,0.23857824,-0.12087752,0.60603702,0.40522160,-0.48990263,-0.06014091,0.24766108,800.67258698,3.43981506,8.82344653,9.06972543,7.73971223,7.51667632,0.47316225,-0.58559950,-0.04365961,0.28313018
-0.14918007,1.19999985,0.50000002,-0.99999998,0.02129459,0.07434426,0.65020712,-0.04588499,0.04764792,-0.75687182,0.11015828,-0.00840887,-0.28499596,0.23021666,-0.11219940,-0.07979600,-0.08452787,1035.89976437,4.38952957,7.65575488,7.42111866,7.24078901,7.36112587,0.20606560,-0.06513787,-0.08338810,-0.12107859
-0.96906692,1.14039215,0.58099221,-0.99999998,0.06077390,0.14200574,0.72746728,0.01337910,-0.02742485,-0.68546351,0.16126033,0.22880267,0.67227699,-0.12736340,0.03506877,-0.14599905,0.20596551,1251.89781921,5.33924408,7.53564848,7.68968646,7.80257140,7.61105319,-0.16051297,0.04503255,-0.15222382,0.23847844
-1.90000001,0.90000004,0.90000017,-0.09229435,-0.81416717,0.55364303,0.88562521,0.02290926,0.10784203,-0.45112443,-0.08979884,-0.23688955,-0.01642163,-0.07094430,0.26515226,0.29473902,-0.37548899,1495.59077206,6.28895860,8.35852742,8.12682698,8.23630874,8.68660630,-0.06204059,0.28703641,0.33917496,-0.43652738
-1.59983238,0.43259251,1.17977637,0.95968189,-0.99999989,0.49746928,0.86029003,0.02516418,0.00316902,-0.50917363,0.05640835,-0.16182354,0.04637369,-0.12908299,0.02317865,0.04791893,-0.11583826,1614.60319538,6.79231464,6.63082132,6.90280517,7.36714682,7.09708047,-0.14279593,-0.03083702,-0.01163491,-0.05030838
-1.11068077,-0.07560183,1.33867668,0.99999997,-0.99999994,0.10167564,0.91700328,-0.01700865,0.03443991,-0.39702593,-0.06495701,-0.02072353,0.15027784,0.06741498,-0.06241525,0.08614552,0.17263236,1709.30950001,7.29567068,6.98996948,6.83767903,6.44208803,6.58354648,0.11046130,-0.06907716,0.10598337,0.21856450
-0.60073885,-0.56161529,1.28328476,0.99999995,-0.89771652,-0.28176371,0.81411160,-0.00581848,-0.02768303,-0.58001905,0.03016324,-0.28551065,-1.00395117,-0.08121791,-0.00583240,0.01101493,-0.09205555,1804.68003177,7.79902672,6.88261063,6.92662546,7.18875926,7.19526731,-0.12036292,0.00710982,-0.00838486,-0.15557388
-0.09999991,-0.90000003,1.09999992,0.99999994,-0.33923964,-0.39315169,0.77825407,-0.05732843,-0.04055559,-0.62401066,-0.08228486,-0.06285065,-0.00501447,-0.02595905,-0.01109511,0.06280135,0.07511124,1913.11162531,8.30238276,7.66824969,7.75386168,7.59498551,7.47954137,-0.00674228,-0.01478210,0.07732721,0.12218129
0.49820174,-0.80507278,0.94092528,0.99999994,0.59118638,-0.02997721,0.65385213,-0.03465710,-0.05430492,-0.75387483,-0.01504749,0.06661027,-0.68740846,-0.01254878,0.03650815,-0.01952879,-0.08874615,2066.01165753,8.89924291,8.30671388,8.29265695,8.44413022,8.45661849,-0.01350119,0.04511448,-0.03577208,-0.12410187
1.09169350,-0.30735529,1.03657636,0.99999995,0.99999986,0.19143246,0.58505278,-0.02899911,-0.00099024,-0.81047598,-0.21871167,0.16516665,-0.41532209,0.06617933,0.03203484,-0.06496726,0.07802265,2209.68713871,9.49610306,7.13292459,7.15837955,7.09109041,7.10976420,0.07955501,0.02984906,-0.06988748,0.11191418
1.70664061,0.30068114,1.08913257,0.96239274,0.99999976,0.00683451,0.37591506,0.05112141,0.01770014,-0.92507361,0.60317882,0.42396479,-0.52245448,0.07583377,-0.25319702,-0.01533092,0.04090178,2334.59494288,10.09296321,7.56133808,7.70836689,7.15753029,6.92446837,0.07522463,-0.30071740,-0.00617769,0.02901968
1.90000001,0.90000006,1.00465652,-0.57927266,0.91236514,-0.39589994,0.44820031,0.21356096,-0.12091491,-0.85958582,-0.33150584,0.22650718,0.79008115,-0.40970424,0.49064207,0.05099711,-0.11292038,2461.84768931,10.68982335,6.96429539,6.71254884,7.55745140,7.79196578,-0.49111492,0.62344033,0.06060629,-0.13676315
0.97610835,1.19752312,0.66682611,-0.99999998,0.01952619,0.00938578,0.67969648,-0.05915763,0.08621910,-0.72600230,0.42103256,-0.08671258,0.39619979,0.52334109,-0.62472364,-0.15061215,0.26671074,2690.61623111,11.55474769,9.78374315,10.12607333,8.11091208,7.75833481,0.63516400,-0.76230591,-0.17389512,0.31118600
-0.11687781,1.19999984,0.99658554,-0.99999998,-0.09651121,0.61740019,0.77403511,0.01181703,0.03174105,-0.63223613,0.30028047,-0.05617448,-0.02468058,-0.17841297,0.19827257,0.16669548,-0.13048766,2927.17865359,12.41967203,7.40476591,7.25711857,7.71856831,7.77072851,-0.26809005,0.30415263,0.20423886,-0.17917251
